Empresa,Empresa Limpa,Categoria,Pergunta,Nota,Observações
Diagnóstico_Boom,Boom,2,Qual o nível de utilização de sistema (ERP/planilhas) para gestão?,3,Totvs  - tentam alimentar o sistema com todas as infos - principalmente para registro financeiro e CMV.
Diagnóstico_Boom,Boom,3,Tem DRE (Demonstrativo de Resultado do Exercício) mensal atualizado e utilizado?,4,"Possui DRE mensal, mas precisa melhorar a análise crítica sobre os números."
Diagnóstico_Boom,Boom,4,Possui CMV (Custo de Mercadoria Vendida) apurado mensalmente com precisão?,5,"sim, AVALIAM MENSALMENTE O cmv. Possuem fichas técnicas- fazem reuniões semanais com líderes e a cada 15 dias reunião com todos juntos e batem bastante na questão de cmv."
Diagnóstico_Boom,Boom,5,Tem fichas técnicas completas e atualizadas dos produtos/pratos?,5,"Sim. Fichas técnicas foram desenvolvidas com apoio da Intelecta, estão impressas nas lojas."
Diagnóstico_Boom,Boom,6,Tem controle de estoque com inventário periódico?,2,"controle de estoque é ruim - possuem uma planilha de controle de estoque  que, em teoria, o pessoal alimenta (mas não se sabe se está correto) - criar mecanismo mais fácil de entender pra seguir o modelo."
Diagnóstico_Boom,Boom,7,"Possui e acompanha indicadores financeiros definidos (lucro, margem de contribuição, ticket médio, ponto de equilíbrio)?",4,"sim, monitoram esses indicadores. - pode melhorar a análise dos dados."
Diagnóstico_Boom,Boom,8,"Trabalha com precificação estruturada (considerando custos, concorrência, valor)?",3,"aplicam markup em cima dos custos, estão fazendo alguns reajustes, em função do cmv ter subido. 
Revisam precificação com base em ficha técnica e aumentam preços conforme necessário."
Diagnóstico_Boom,Boom,9,Tem dívidas/empréstimos ativos? Estão controlados e planejados?,3,possuem dois pronampes - tudo ok em relação ao planejamento.
Diagnóstico_Boom,Boom,10,Qual sistema (ERP/planilhas) utiliza? (Nome específico),0,Totvs
Diagnóstico_Boom,Boom,11,A empresa conhece com clareza seu público-alvo/persona?,4,"acreditam que sim - já fizeram algumas pesquisas antes - mulheres 70%, 25 a 44 anos, classe média alta."
Diagnóstico_Boom,Boom,12,Possui um posicionamento definido (proposta de valor) e diferenciais competitivos claros e comunicados?,3," Existe proposta de valor (alimentação saudável, bem-estar), mas não está sendo bem comunicada. Reconhecem que o posicionamento hoje gera confusão."
Diagnóstico_Boom,Boom,13,Conhece e analisa periodicamente seus principais concorrentes?,4,"Sim. Identificam concorrentes diretos (Balanceado, Saúde no Copo, Ressucos) e reconhecem concorrência indireta (bufês tradicionais)."
Diagnóstico_Boom,Boom,14,Participa de eventos ou ações de visibilidade local/setorial relevantes?,4,"fizeram alguns eventos - feira de turismo no barra (colocaram carrinhos de açaí), shopping canoas, não é algo frequente. Internamente, estão fazendo evento. Aula de pilates na orla, nutri falando sobre algm assunto, caminhada orientada na goethe."
Diagnóstico_Boom,Boom,15,"Trabalha o storytelling da marca (história, propósito, origem) na comunicação?",3,"Trabalham parcialmente. Existe uma história e DNA forte, mas admitem que não conseguem transmitir bem o storytelling atualmente nas redes sociais."
Diagnóstico_Boom,Boom,16,"Possui material institucional (cardápio, embalagens) bem apresentado e alinhado à marca?",3,"Sim. Possuem identidade visual nas embalagens (ex.: açaí takeaway, caixas diferenciadas), ficha técnica impressa nas lojas. Porém, precisa melhorar - cardápio e embalagens - david acredita na embalagem personalizada."
Diagnóstico_Boom,Boom,17,"Avalia o retorno das ações de marketing (comentários, avaliações online/offline)?",3,"Não formalmente. Impulsionam posts, mas não fazem acompanhamento estruturado de resultados."
Diagnóstico_Boom,Boom,18,A empresa mantém perfis ativos e estratégicos nas redes sociais relevantes?,4,"Sim, especialmente Instagram e WhatsApp, mas admitem que a atuação não é estratégica e precisa de ajustes. Site foi roubado, google meu negócio não é fomentado."
Diagnóstico_Boom,Boom,19,"Há produção frequente e diversificada de conteúdo de qualidade (stories, reels, fotos, vídeos)?",3,"3 posts/feed, stories 1, vídeos são poucos - impulsionam em torno de 400 reais no meta. Falta diversificação (principalmente vídeos e trends).

"
Diagnóstico_Boom,Boom,20,Há um responsável (interno/externo) com expertise gerenciando as redes sociais?,4,"Tem um profissional responsável pelo mkt e a carol que vai fazer parte de eventos - instagram (site foi roubado), google meu negócio não é fomentado.

Sim. O responsável atual é o Leandro, mas com foco limitado. Estão tentando unir marketing digital, tráfego pago e eventos em um projeto mais profissionalizado."
Diagnóstico_Boom,Boom,21,Tem um calendário editorial ou planejamento de conteúdo?,3,"existe um planejamento - é feito para 1 ou 2 meses, mas tem uma dificuldade de execução"
Diagnóstico_Boom,Boom,22,Está atento e adapta conteúdos virais/tendências relevantes para a marca?,2,"Não. Reconhecem que não utilizam trends, especialmente no TikTok. Existe o desejo de começar a trabalhar melhor isso (ex.: vídeos de pôr do sol, receitas simples).

agencia não estratégica"
Diagnóstico_Boom,Boom,23,"Interage com o público (comentários, directs) de forma rápida e personalizada?",3,David responde interações. Interagem de forma limitada; pretendem melhorar.
Diagnóstico_Boom,Boom,24,Utiliza ferramentas e tem habilidade para edição de imagem e vídeo de qualidade?,3,Apenas o profissional responsável
Diagnóstico_Boom,Boom,25,Tem estratégia e investimento em impulsionamento/tráfego pago?,3,"Sim, mas muito baixo (R$300-400/mês, feito diretamente no Instagram). Há planos de profissionalizar o tráfego pago com campanhas segmentadas."
Diagnóstico_Boom,Boom,26,Trabalha com influenciadores ou parceiros digitais de forma estratégica?,3,"Sim, em início de estruturação. Estão negociando com a influenciadora Carol Martins e já fizeram ações pontuais (ex.: Devi Kombucha)."
Diagnóstico_Boom,Boom,27,"Oferece links de fácil acesso (bio) para cardápio, contato e pedidos?",5,Sim. Utilizam Anotaí para disponibilizar link de cardápio e WhatsApp na bio.
Diagnóstico_Boom,Boom,28,"Possui canais de vendas digitais ativos e bem gerenciados (iFood, site, WhatsApp)?",4,"Têm canais ativos (delivery próprio e Anotaí), mas a gestão é limitada. Pretendem reestruturar o site (que foi hackeado) para integração mais robusta.
pensar em material grafico para comunicar esse take away"
Diagnóstico_Boom,Boom,29,"Acompanha e utiliza métricas das redes sociais (alcance, engajamento, conversões) para otimizar?",2,Não. Não realizam análise estruturada de métricas de redes sociais.
Diagnóstico_Boom,Boom,30,Quais perfis ativos a empresa possui? (Listar plataformas),0,Instagram
Diagnóstico_Boom,Boom,31,Quais ferramentas de edição de imagem/vídeo utiliza? (Nomes),0,
Diagnóstico_Boom,Boom,32,A empresa já utiliza alguma ferramenta de Inteligência Artificial de forma integrada no dia a dia?,2,"Uso muito pontual do ChatGPT, sem estratégia aplicada no marketing ou operação."
Diagnóstico_Boom,Boom,33,"Usa ferramentas como ChatGPT/Gemini para criar ideias, conteúdos ou resolver problemas?",3,"Usa ocasionalmente o ChatGPT para ideias gerais e textos simples, mas não de forma contínua ou estruturada."
Diagnóstico_Boom,Boom,34,"Usa IA para gerar textos (descrições, posts, cardápios) com revisão humana?",1,Não aplicam IA para produção de conteúdo oficial da marca.
Diagnóstico_Boom,Boom,35,Utiliza IA para criação ou inspiração de imagens/elementos visuais?,1,"
Não. Nenhuma aplicação de IA para criação visual."
Diagnóstico_Boom,Boom,36,Utiliza assistentes virtuais ou chatbots para atendimento ao cliente?,4,"Sim, utilizam o Anotaí, que funciona como robô de atendimento via WhatsApp."
Diagnóstico_Boom,Boom,37,Quais ferramentas de IA utiliza no dia a dia? (Nomes),0,"Fora o uso esporádico do ChatGPT, nenhuma ferramenta de IA no dia a dia."
Diagnóstico_Boom,Boom,38,Utiliza estratégias ativas e contínuas de prospecção ou vendas?,1,"Não. O foco é na retenção e criação de comunidade, não em prospecção ativa."
Diagnóstico_Boom,Boom,39,Tem base de clientes organizada (preferencialmente CRM) e utilizada para relacionamento/vendas?,2,"Cadastro pelo Anotaí existe, mas CRM estruturado ainda não foi implementado.
começaram a fazer alguma coisa de ação de crm."
Diagnóstico_Boom,Boom,40,Realiza ações estruturadas de fidelização ou recompra?,3,"possuem  fidelidade do totvs  - plano com cadastro para cashback, mas o pessoal não oferece.
Iniciaram ações de fidelização, como cupons para inativos, eventos com Nutri, criação de grupo de comunidade no WhatsApp."
Diagnóstico_Boom,Boom,41,"Tem processos de atendimento e vendas padronizados, conhecidos e seguidos pela equipe?",3,"Não há padronização completa. Existem rotinas de integração e reuniões com líderes, mas os processos ainda são muito dependentes da prática informal."
Diagnóstico_Boom,Boom,42,Trabalha com ações promocionais ou sazonalidades de venda de forma planejada e estratégica?,1,"não fazem ações promocionais, não faz parte da cultura da empresa, mas sentem que agora é necessário criar"
Diagnóstico_Boom,Boom,43,"Faz parcerias estratégicas com canais locais, marketplaces ou distribuidores?",3,poa em dobro
Diagnóstico_Boom,Boom,44,Há definição clara e formalizada de funções e responsabilidades para todos os cargos?,2,"tinham um doc, mas se perdeu. Hoje, pelo turnover, as funções não estão de acordo - supervisora está na cozinha, ajuda nas comprar, aixa faz suco, etc"
Diagnóstico_Boom,Boom,45,Possui treinamentos recorrentes para desenvolver a equipe (técnico/comportamental)?,1,"não - querem implementar
Fazem reuniões com líderes quinzenalmente"
Diagnóstico_Boom,Boom,46,Os colaboradores possuem remuneração variável atrelada a metas/desempenho?,4,possuem plano de metas de vendas e cmv - fazem uns 3 meses que não batem meta
Diagnóstico_Boom,Boom,47,Realiza reuniões periódicas eficazes com a equipe para alinhamento e comunicação?,4,"fazem quinzenal com todos os lideres,semanal individual com lideres e eventualmente com todo grupo - na orla, david faz com todo grupo"
Diagnóstico_Boom,Boom,48,Realiza pesquisa de clima organizacional e implementa planos de ação?,4,"possuem uma colaboradora estagiária - criaram um perfil de colaborador e ela visita opr semana um loja, conversa com os colaboradores e aplcia teste de perfil - contrata, faz entrevista e manda pra teste e eventualmente aplica pesquisa de clima"
Diagnóstico_Boom,Boom,49,Possui plano de carreira estruturado e transparente para os colaboradores?,3,"Até tem, mas a empresa precisa crescer para os colaboradores cresceram.
Não existe ainda. Estão começando a trabalhar perfis de cargo e intenção de desenvolvimento interno."
Diagnóstico_Boom,Boom,50,"Existe uma cultura organizacional clara (Missão, Visão, Valores), disseminada e vivenciada?",3,"criaram numa epoca um treinamento com guia de cultura - jeito boom de ser
A cultura existe no dia a dia, mas não foi formalizada oficialmente."
Diagnóstico_Boom,Boom,51,Qual o número total de colaboradores?,0,"trend - 4, goethe -3, germania 4, orla 5, carol mkt 1; leandro rede social 1, 2 gestores, estagiária de rh 1"
Diagnóstico_Boom,Boom,52,"Possui Manual de Boas Práticas (MBP), POPs exigidos pela VS, atualizados e em uso (com registros)?",5,"possuem manual de boas práticas, pops - feito com a intelecta - 1 vez por mes passa em todas as lojas. - tem um bom controle geral de demandas.Trabalham com apoio da Intelecta para elaboração de manuais, POPs e procedimentos, principalmente ligados a higiene e segurança alimentar."
Diagnóstico_Boom,Boom,53,Tem controle e ações para redução de perdas e desperdícios?,4,"precisam anotar em planilha o controle do desperdício.
mplementam ações de redução como produção em volumes menores e melhoria de estoque."
Diagnóstico_Boom,Boom,54,"O layout da cozinha/produção permite fluxo adequado (""marcha avante""), evita contaminação cruzada e otimiza processos?",3,"Hoje não - as lojas foram criadas para ter um fluxo de entrada e saída. Mas, na prática, não funciona tão bem. - poderiam ser mais segmentadas"
Diagnóstico_Boom,Boom,55,"Utiliza sistema para gestão de pedidos, produção (KDS), atendimento e estoque?",4,"totvs para gestão de pedidos loja e nota aí para pedidos no whatsaap.
Utilizam o sistema TOTS principalmente para controle financeiro e CMV. Gestão de estoque e produção ainda é feita parcialmente por planilhas (Drive)."
Diagnóstico_Boom,Boom,56,"Ocorrem compras emergenciais? Se sim, com qual frequência?",3,"muito pouco - na orla, um pouco mais - 3 vezes por mes. No germania, umas 6, 7 vezes por mes."
Diagnóstico_Boom,Boom,57,Possui rotinas definidas e registradas (planilhas) de limpeza e segurança alimentar?,4,possuem planilhas de limpezas não rotineiras e tem os fechamentos diários.
Diagnóstico_Boom,Boom,58,Possui plano e registros de manutenção preventiva e corretiva dos equipamentos?,4,estão contratando um profissional que vai passar em cada loja uma vez por mes pra manutenção preventiva.
Diagnóstico_Mayô,Mayô,1,A empresa possui controle de entrada e saída de caixa?,4,"Sim, Priscila (responsável pelo financeiro)realiza o controle de fluxo de caixa. Priscila mora nos EUA, então todo o trabalho é remoto. obs:  é o unico gestor da empresa - se sente inseguro na tomada de decisão. ex: precisa investir na reforma dos banheiros, da cozinha e em fechar o espaço interno com viidros - tudo é prioridade, mas precisa entender se pode pegar financiamento e o que fazer primeiro. Também divulga o espaço para eventos; tem almoço e janta no final de semana."
Diagnóstico_Mayô,Mayô,2,Qual o nível de utilização de sistema (ERP/planilhas) para gestão?,4,Sistema de gestão é utilizado apenas para fluxo de caixa - o resto é controlado por planilha.
Diagnóstico_Mayô,Mayô,3,Tem DRE (Demonstrativo de Resultado do Exercício) mensal atualizado e utilizado?,4,"Priscila faz o demonstrativo de resultado completo (por fluxo de caixa), mas não é analisado pelo Guilherme."
Diagnóstico_Mayô,Mayô,4,Possui CMV (Custo de Mercadoria Vendida) apurado mensalmente com precisão?,4,"Sim, possui CMV, pois está fazendo acompanhamento com a consultoria Intelecta. O CMV é muito bom e, por isso, Guilherme acredita que deveria estar gerando melhores resultados. "
Diagnóstico_Mayô,Mayô,5,Tem fichas técnicas completas e atualizadas dos produtos/pratos?,5,"Sim, possui as fichas técnicas organizadas em planilhas."
Diagnóstico_Mayô,Mayô,6,Tem controle de estoque com inventário periódico?,2,"Não estão fazendo controle de estoque - havia uma pessoa responsável, mas agora é um gargalo - não se sabe. O gestor comentou que vai comecar uma pessoa na equipe, que Guilherme quer treinar como gerente e que pode apoiar no controle de estoque. Também, na semana seguinte inicia um novo chef no restaurante."
Diagnóstico_Mayô,Mayô,7,"Possui e acompanha indicadores financeiros definidos (lucro, margem de contribuição, ticket médio, ponto de equilíbrio)?",4,"Possuem indicadores financeiros levantados, mas não são analisados. O ticket médio é de R$ 113,00."
Diagnóstico_Mayô,Mayô,8,"Trabalha com precificação estruturada (considerando custos, concorrência, valor)?",3,"Sim, está revisando a precificação com o apoio da consultoria especializada."
Diagnóstico_Mayô,Mayô,9,Tem dívidas/empréstimos ativos? Estão controlados e planejados?,3,"A empresa possui empréstimos, mas estão controlados."
Diagnóstico_Mayô,Mayô,10,Qual sistema (ERP/planilhas) utiliza? (Nome específico),0,Lexis
Diagnóstico_Mayô,Mayô,11,A empresa conhece com clareza seu público-alvo/persona?,3,"Segundo o gestor, não é tão claro - tem um publico 35+ - b+."
Diagnóstico_Mayô,Mayô,12,Possui um posicionamento definido (proposta de valor) e diferenciais competitivos claros e comunicados?,3,"Guilherme entende que já mudou bastante a marca, mas ainda tem muita dúvida de como se posicionar - se mantem como está ou se eleva para alta gastronomia, por exemplo."
Diagnóstico_Mayô,Mayô,13,Conhece e analisa periodicamente seus principais concorrentes?,4,"Guilherme faz análise de concorrência, mas nada expressivo. Aponta o Cawa, que abriu no Cais Embarcadero e também tem Samba aos domingos, como um concorrente importante. "
Diagnóstico_Mayô,Mayô,14,Participa de eventos ou ações de visibilidade local/setorial relevantes?,1,Não costuma participar de eventos.
Diagnóstico_Mayô,Mayô,15,"Trabalha o storytelling da marca (história, propósito, origem) na comunicação?",1,Não
Diagnóstico_Mayô,Mayô,16,"Possui material institucional (cardápio, embalagens) bem apresentado e alinhado à marca?",5,"Sim, o material está alinhado à marca."
Diagnóstico_Mayô,Mayô,17,"Avalia o retorno das ações de marketing (comentários, avaliações online/offline)?",2,"Gui relata que não recebe relatórios da agência, não avalia retorno das ações nem acompanha desempenho nas redes sociais. Está implementando uma ação com garçons para aumentar as avaliações no Google, mas ainda sem controle estruturado de resultados."
Diagnóstico_Mayô,Mayô,18,A empresa mantém perfis ativos e estratégicos nas redes sociais relevantes?,3,"Sim, mantém perfis ativos, mas sem estratégia clara. Os conteúdos são estáticos, repetitivos e pouco engajadores. Gui sente falta de vídeos e do próprio envolvimento como rosto da marca. Está ativo apenas no Instagram, não no tiktok. Indiquei a contratação de um estagiário. "
Diagnóstico_Mayô,Mayô,19,"Há produção frequente e diversificada de conteúdo de qualidade (stories, reels, fotos, vídeos)?",3,"Não. Gui destaca que o conteúdo é feito pela agência atual, mas sem variedade, sem vídeos, sem aparecer a equipe ou o dono. Disse que antes aparecia mais e isso dava resultado. Quer retomar isso. São postados stories diários, mas sem diferencial."
Diagnóstico_Mayô,Mayô,20,Há um responsável (interno/externo) com expertise gerenciando as redes sociais?,3,"A agência terceirizada atua na parte de conteúdo, mas não entrega com qualidade nem estratégia. Indiquei a contratação um estagiário de marketing via IEL para ter alguém interno mais presente e responsável.

"
Diagnóstico_Mayô,Mayô,21,Tem um calendário editorial ou planejamento de conteúdo?,2,"Não há planejamento. Gui relata que as postagens são feitas aleatoriamente, sem aprovação prévia e sem antecipação de datas comemorativas. “Tô louco pra tirar eles.”
"
Diagnóstico_Mayô,Mayô,22,Está atento e adapta conteúdos virais/tendências relevantes para a marca?,1,Não
Diagnóstico_Mayô,Mayô,23,"Interage com o público (comentários, directs) de forma rápida e personalizada?",3,"Gui mesmo responde os comentários e mensagens nas redes sociais, não é a agência. Faz isso com frequência, mas não considera isso escalável."
Diagnóstico_Mayô,Mayô,24,Utiliza ferramentas e tem habilidade para edição de imagem e vídeo de qualidade?,3,"Não utiliza (possivelmente, a agência usa)"
Diagnóstico_Mayô,Mayô,25,Tem estratégia e investimento em impulsionamento/tráfego pago?,2,"
Já fizeram tráfego pago com a agência, mas atualmente não fazem mais. Não há estratégia de impulsionamento ativa."
Diagnóstico_Mayô,Mayô,26,Trabalha com influenciadores ou parceiros digitais de forma estratégica?,3,"Já fez parcerias com influenciadores, mas hoje não tem nenhuma ativa. Está contratando a Feedman para fotos e vídeos, mas ainda não é uma estratégia estruturada com influenciadores."
Diagnóstico_Mayô,Mayô,27,"Oferece links de fácil acesso (bio) para cardápio, contato e pedidos?",2,Não. O link do cardápio no Instagram está com erro (fica carregando e não abre). Precisa corrigir.
Diagnóstico_Mayô,Mayô,28,"Possui canais de vendas digitais ativos e bem gerenciados (iFood, site, WhatsApp)?",1,"Ainda não há canal de vendas digital ativo. Gui sinaliza que vai implementar delivery, mas não sabe se será via iFood ou próprio. Hoje, todas as vendas são presenciais."
Diagnóstico_Mayô,Mayô,29,"Acompanha e utiliza métricas das redes sociais (alcance, engajamento, conversões) para otimizar?",1,"
Não acompanha métricas. A agência terceirizada não fornece relatórios nem dados. Gui não tem base para analisar resultados nem ajustar estratégias."
Diagnóstico_Mayô,Mayô,30,Quais perfis ativos a empresa possui? (Listar plataformas),0,instagram
Diagnóstico_Mayô,Mayô,31,Quais ferramentas de edição de imagem/vídeo utiliza? (Nomes),0,"Não usa (possivelmente a agencia, apenas)"
Diagnóstico_Mayô,Mayô,32,A empresa já utiliza alguma ferramenta de Inteligência Artificial de forma integrada no dia a dia?,2,"
Usa o ChatGPT apenas pontualmente, para escrever algum texto, mas não aplica no marketing da empresa nem tem domínio dos recursos da ferramenta."
Diagnóstico_Mayô,Mayô,33,"Usa ferramentas como ChatGPT/Gemini para criar ideias, conteúdos ou resolver problemas?",2,"Usa o ChatGPT apenas pontualmente, para escrever algum texto, mas não aplica no marketing da empresa nem tem domínio dos recursos da ferramenta."
Diagnóstico_Mayô,Mayô,34,"Usa IA para gerar textos (descrições, posts, cardápios) com revisão humana?",1,"Não. Não aplica IA em materiais da empresa, apenas pontualmente para uso pessoal."
Diagnóstico_Mayô,Mayô,35,Utiliza IA para criação ou inspiração de imagens/elementos visuais?,1,Não utiliza.
Diagnóstico_Mayô,Mayô,36,Utiliza assistentes virtuais ou chatbots para atendimento ao cliente?,2,"Não possui chatbot. Atendimento é feito via WhatsApp Business, com uma pessoa remota."
Diagnóstico_Mayô,Mayô,37,Quais ferramentas de IA utiliza no dia a dia? (Nomes),0,Chat GPT
Diagnóstico_Mayô,Mayô,38,Utiliza estratégias ativas e contínuas de prospecção ou vendas?,1,Não realiza nenhuma prospecção ativa. O fluxo de clientes é 100% orgânico e local.
Diagnóstico_Mayô,Mayô,39,Tem base de clientes organizada (preferencialmente CRM) e utilizada para relacionamento/vendas?,1,"Não tem CRM. Há um cadastro no sistema, mas não é utilizado. Gui lamenta isso e reforça que gostaria muito de implementar., pois possuem cadastro de cliente."
Diagnóstico_Mayô,Mayô,40,Realiza ações estruturadas de fidelização ou recompra?,1,"Não realiza. Nenhuma estratégia ativa de pós-venda, fidelização ou remarketing."
Diagnóstico_Mayô,Mayô,41,"Tem processos de atendimento e vendas padronizados, conhecidos e seguidos pela equipe?",2,Não. Cada colaborador tem funções próprias e o processo ainda está em fase de tentativa de organização com apoio da Intelecta.
Diagnóstico_Mayô,Mayô,42,Trabalha com ações promocionais ou sazonalidades de venda de forma planejada e estratégica?,4,"Sim. Realiza ações como happy hour e promoção de fondue no inverno, mas ainda de forma pouco estruturada e não acompanhada por dados."
Diagnóstico_Mayô,Mayô,43,"Faz parcerias estratégicas com canais locais, marketplaces ou distribuidores?",2,"Já teve algumas parcerias, como o “POA em dobro” agora, mas não mantém algo contínuo."
Diagnóstico_Mayô,Mayô,44,Há definição clara e formalizada de funções e responsabilidades para todos os cargos?,3,"Não há formalização. Gui diz que cada colaborador assume uma parte da operação, principalmente agora que estão sem gerente, mas não há papéis definidos em documento ou rotina clara."
Diagnóstico_Mayô,Mayô,45,Possui treinamentos recorrentes para desenvolver a equipe (técnico/comportamental)?,1,Não. Nenhum treinamento formal é aplicado. A integração é feita por colegas e não há plano contínuo de capacitação.
Diagnóstico_Mayô,Mayô,46,Os colaboradores possuem remuneração variável atrelada a metas/desempenho?,4,Sim. Remuneração fixa acima da média + caixinha (~R$1.500/mês) + cartão Caju (R$500). Gui considera que todos ganham bem.
Diagnóstico_Mayô,Mayô,47,Realiza reuniões periódicas eficazes com a equipe para alinhamento e comunicação?,3,"Não. Gui tenta fazer reuniões, mas muitas vezes só conversa brevemente ao assinar contracheques."
Diagnóstico_Mayô,Mayô,48,Realiza pesquisa de clima organizacional e implementa planos de ação?,1,Nunca aplicou pesquisa de clima. Ficou curioso com o conceito e demonstrou interesse.
Diagnóstico_Mayô,Mayô,49,Possui plano de carreira estruturado e transparente para os colaboradores?,1,"
Não possui. Gui gostaria de implementar no futuro."
Diagnóstico_Mayô,Mayô,50,"Existe uma cultura organizacional clara (Missão, Visão, Valores), disseminada e vivenciada?",1,Não existe. Não há definição desses elementos.
Diagnóstico_Mayô,Mayô,51,Qual o número total de colaboradores?,0,12 com carteira + freelancers
Diagnóstico_Mayô,Mayô,52,"Possui Manual de Boas Práticas (MBP), POPs exigidos pela VS, atualizados e em uso (com registros)?",2,": Existe um manual antigo, fora de uso. Será implementado novo treinamento de Boas Práticas com a Intelecta em breve."
Diagnóstico_Mayô,Mayô,53,Tem controle e ações para redução de perdas e desperdícios?,2,"Ainda não há ações implementadas. Precisa colocar em prática, pois não está sendo controlado."
Diagnóstico_Mayô,Mayô,54,"O layout da cozinha/produção permite fluxo adequado (""marcha avante""), evita contaminação cruzada e otimiza processos?",2,"Não. Coifa está estragada, layout é antigo. Pretende contratar arquiteta com subsídio Sebrae para reestruturação. Pensar em contratação via unio, pra melhorar layout."
Diagnóstico_Mayô,Mayô,55,"Utiliza sistema para gestão de pedidos, produção (KDS), atendimento e estoque?",2,Sistema é utilizado apenas para atendimento e fluxo de caixa. Não há uso para pedidos ou gestão de produção.
Diagnóstico_Mayô,Mayô,56,"Ocorrem compras emergenciais? Se sim, com qual frequência?",3,"Sim, eventualmente. Gui tenta controlar, mas admite que ocorrem - no máximo 1 vez na semana."
Diagnóstico_Mayô,Mayô,57,Possui rotinas definidas e registradas (planilhas) de limpeza e segurança alimentar?,2," Está tentando implementar com apoio da Intelecta, mas ainda não possui.

"
Diagnóstico_Mayô,Mayô,58,Possui plano e registros de manutenção preventiva e corretiva dos equipamentos?,2,"Não possui. Cozinha apresenta falhas (como a coifa), mas não há controle preventivo documentado."
Diagnóstico_Pueblo,Pueblo,1,A empresa possui controle de entrada e saída de caixa?,4,"Possuem sistema Bit Bar, mas utiliza o fluxo por planilha"
Diagnóstico_Pueblo,Pueblo,2,Qual o nível de utilização de sistema (ERP/planilhas) para gestão?,5,bitbar
Diagnóstico_Pueblo,Pueblo,3,Tem DRE (Demonstrativo de Resultado do Exercício) mensal atualizado e utilizado?,5,"fecha o DRE todos os meses, desmembrando todos os indicadores"
Diagnóstico_Pueblo,Pueblo,4,Possui CMV (Custo de Mercadoria Vendida) apurado mensalmente com precisão?,5,monitora semanalmente o CMV - tudo que faturou x tudo que pagou para fornecedor  - média de 33 a 35%.
Diagnóstico_Pueblo,Pueblo,5,Tem fichas técnicas completas e atualizadas dos produtos/pratos?,5,tem em planilhas e no sistema - acha que não estão bem agtualizadas
Diagnóstico_Pueblo,Pueblo,6,Tem controle de estoque com inventário periódico?,5,Eduardo controla o estoque - monitora toda segunda
Diagnóstico_Pueblo,Pueblo,7,"Possui e acompanha indicadores financeiros definidos (lucro, margem de contribuição, ticket médio, ponto de equilíbrio)?",5,"faturamento, custos fixos e variáveis, rh, curva abc dos mais caros - ticket médio aproximadamente 90,00 / tele - 120,00
Metas de faturamento estão sendo trabalhadas:

Jazz: Meta de R$80K/mês até o final.

Delivery: atual entre R$250K–300K/mês, 60% delivery"
Diagnóstico_Pueblo,Pueblo,8,"Trabalha com precificação estruturada (considerando custos, concorrência, valor)?",4,atualizam preco em média duas vezes por ano - avaliam custos e mercado
Diagnóstico_Pueblo,Pueblo,9,Tem dívidas/empréstimos ativos? Estão controlados e planejados?,3,"tem pronampe da enchente, que começam a pagar no ano que vem."
Diagnóstico_Pueblo,Pueblo,10,Qual sistema (ERP/planilhas) utiliza? (Nome específico),0,"bitbar, planilhas"
Diagnóstico_Pueblo,Pueblo,11,A empresa conhece com clareza seu público-alvo/persona?,4,"30+, com filhos, geração que começou desde o início - publico envelheceu um pouquinho - conseguiu renovar o pueblo quando estavam no complex"
Diagnóstico_Pueblo,Pueblo,12,Possui um posicionamento definido (proposta de valor) e diferenciais competitivos claros e comunicados?,5,"produto é muito bom, são elogiados pela qualidade de produto - produto não tem conservante, tortilha fazem aqui. Mexicano low profile - reforçam nas redes
 Sim. Estão se posicionando também como espaço cultural e gastronômico (com curadoria de eventos e shows"
Diagnóstico_Pueblo,Pueblo,13,Conhece e analisa periodicamente seus principais concorrentes?,4,"pesquisam preço de mercado - eduardo faz com frequência - no delivery, guacamole, chica maria, oux, paparico; restaurante: tangamandápio"
Diagnóstico_Pueblo,Pueblo,14,Participa de eventos ou ações de visibilidade local/setorial relevantes?,3,"tiveram um dos primeiros foodtrucks de porto alegre, começaram esse movimento, começaram o vila roubadinhas. Venderam na pandemia
Agora iniciando eventos próprios (shows de jazz)"
Diagnóstico_Pueblo,Pueblo,15,"Trabalha o storytelling da marca (história, propósito, origem) na comunicação?",3,"poderia ser um pouco mais - eduardo não cuida tanto dessa parte. Cuidam mais das cores, layout, tipo de foto, estética."
Diagnóstico_Pueblo,Pueblo,16,"Possui material institucional (cardápio, embalagens) bem apresentado e alinhado à marca?",5,"Sim, basicamente não muda o layout"
Diagnóstico_Pueblo,Pueblo,17,"Avalia o retorno das ações de marketing (comentários, avaliações online/offline)?",3,"As gurias responsáveis pelas redes sociais respondem aos clientes e pedem informações internas quando necessário, mas não há monitoramento estratégico de resultados.
Metas estabelecidas como voltar ao 4,9 no iFood, além de análise de avaliações"
Diagnóstico_Pueblo,Pueblo,18,A empresa mantém perfis ativos e estratégicos nas redes sociais relevantes?,4,"Instagram ativo, mantido pelas responsáveis externas​"
Diagnóstico_Pueblo,Pueblo,19,"Há produção frequente e diversificada de conteúdo de qualidade (stories, reels, fotos, vídeos)?",5,"2 ou 3 por semana, captam quinzenalmente, passam o briefing"
